location,buckwalter,part of speech,treebank,arabic,meaning
(59:9:29:1),fa,RSLT,PREFIX|f:RSLT+,فَ,
(59:9:29:2),>uw@la`^}ika,DEM,STEM|POS:DEM|LEM:>uwla`^}ik|P,أُو@لَٰ^ئِكَ,
(59:9:30:1),humu,PRON,STEM|POS:PRON|3MP,هُمُ,
(59:9:31:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:9:31:2),mufoliHuwna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mufoliHuwn|ROOT:flH|MP|NOM,مُفْلِحُونَ,
(59:10:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:10:1:2),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:10:2:1),jaA^'u,V,STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MP,جَا^ءُ,
(59:10:2:2),w,PRON,SUFFIX|PRON:3MP,و,
(59:10:3:1),min[,P,STEM|POS:P|LEM:min,مِن[,
(59:10:4:1),baEodi,N,STEM|POS:N|LEM:baEod|ROOT:bEd|GEN,بَعْدِ,
(59:10:4:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(59:10:5:1),yaquwlu,V,STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MP,يَقُولُ,
(59:10:5:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:10:6:1),rab~a,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC,رَبَّ,
(59:10:6:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(59:10:7:1),{gofiro,V,STEM|POS:V|IMPV|LEM:gafara|ROOT:gfr|2MS,ٱغْفِرْ,
(59:10:8:1),la,P,PREFIX|l:P+,لَ,
(59:10:8:2),naA,PRON,STEM|POS:PRON|1P,نَا,
(59:10:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:10:9:2),li,P,PREFIX|l:P+,لِ,
(59:10:9:3),<ixowa`ni,N,STEM|POS:N|LEM:>ax|ROOT:Axw|MP|GEN,إِخْوَٰنِ,
(59:10:9:4),naA,PRON,SUFFIX|PRON:1P,نَا,
(59:10:10:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:10:11:1),sabaqu,V,STEM|POS:V|PERF|LEM:sabaqa|ROOT:sbq|3MP,سَبَقُ,
(59:10:11:2),w,PRON,SUFFIX|PRON:3MP,و,
(59:10:11:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(59:10:12:1),bi,P,PREFIX|bi+,بِ,
(59:10:12:2),{lo,DET,PREFIX|Al+,ٱلْ,
(59:10:12:3),<iyma`ni,N,STEM|POS:N|VN|(IV)|LEM:<iyma`n|ROOT:Amn|M|GEN,إِيمَٰنِ,
(59:10:13:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:10:13:2),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:10:14:1),tajoEalo,V,STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|2MS|MOOD:JUS,تَجْعَلْ,
(59:10:15:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(59:10:16:1),quluwbi,N,STEM|POS:N|LEM:qalob|ROOT:qlb|FP|GEN,قُلُوبِ,
(59:10:16:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(59:10:17:1),gil~FA,N,STEM|POS:N|LEM:gil~|ROOT:gll|M|INDEF|ACC,غِلًّا,
(59:10:18:1),l~i,P,PREFIX|l:P+,لِّ,
(59:10:18:2),l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,لَّذِينَ,
(59:10:19:1),'aAmanu,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP,ءَامَنُ,
(59:10:19:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:10:20:1),rab~a,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC,رَبَّ,
(59:10:20:2),naA^,PRON,SUFFIX|PRON:1P,نَا^,
(59:10:21:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(59:10:21:2),ka,PRON,SUFFIX|PRON:2MS,كَ,
(59:10:22:1),ra'uwfN,N,STEM|POS:N|LEM:ra'uwf|ROOT:rAf|MS|INDEF|NOM,رَءُوفٌ,
(59:10:23:1),r~aHiymN,ADJ,STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|INDEF|NOM,رَّحِيمٌ,
(59:11:1:1),>a,INTG,PREFIX|A:INTG+,أَ,
(59:11:1:2),lamo,NEG,STEM|POS:NEG|LEM:lam,لَمْ,
(59:11:2:1),tara,V,STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MS|MOOD:JUS,تَرَ,
(59:11:3:1),<ilaY,P,STEM|POS:P|LEM:<ilaY`,إِلَى,
(59:11:4:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:11:5:1),naAfaqu,V,STEM|POS:V|PERF|(III)|LEM:naAfaqu|ROOT:nfq|3MP,نَافَقُ,
(59:11:5:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:11:6:1),yaquwlu,V,STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MP,يَقُولُ,
(59:11:6:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:11:7:1),li,P,PREFIX|l:P+,لِ,
(59:11:7:2),<ixowa`ni,N,STEM|POS:N|LEM:>ax|ROOT:Axw|MP|GEN,إِخْوَٰنِ,
(59:11:7:3),himu,PRON,SUFFIX|PRON:3MP,هِمُ,
(59:11:8:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:11:9:1),kafaru,V,STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP,كَفَرُ,
(59:11:9:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:11:10:1),mino,P,STEM|POS:P|LEM:min,مِنْ,
(59:11:11:1),>aholi,N,STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|GEN,أَهْلِ,
(59:11:12:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:11:12:2),kita`bi,N,STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN,كِتَٰبِ,
(59:11:13:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:11:13:2),}ino,COND,STEM|POS:COND|LEM:<in,ئِنْ,
(59:11:14:1),>uxorijo,V,STEM|POS:V|PERF|PASS|(IV)|LEM:>axoraja|ROOT:xrj|2MP,أُخْرِجْ,
(59:11:14:2),tumo,PRON,SUFFIX|PRON:2MP,تُمْ,
(59:11:15:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:11:15:2),naxoruja,V,STEM|POS:V|IMPF|LEM:xaraja|ROOT:xrj|1P,نَخْرُجَ,
(59:11:15:3),n~a,EMPH,SUFFIX|+n:EMPH,نَّ,
(59:11:16:1),maEa,LOC,STEM|POS:LOC|LEM:maE|ACC,مَعَ,
(59:11:16:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(59:11:17:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:11:17:2),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:11:18:1),nuTiyEu,V,STEM|POS:V|IMPF|(IV)|LEM:>aTaAEa|ROOT:TwE|1P,نُطِيعُ,
(59:11:19:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(59:11:19:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(59:11:20:1),>aHadFA,N,STEM|POS:N|LEM:>aHad|ROOT:AHd|M|INDEF|ACC,أَحَدًا,
(59:11:21:1),>abadFA,T,STEM|POS:T|LEM:>abadFA|ROOT:Abd|M|INDEF|ACC,أَبَدًا,
(59:11:22:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:11:22:2),<in,COND,STEM|POS:COND|LEM:<in,إِن,
(59:11:23:1),quwtilo,V,STEM|POS:V|PERF|PASS|(III)|LEM:qa`tala|ROOT:qtl|2MP,قُوتِلْ,
(59:11:23:2),tumo,PRON,SUFFIX|PRON:2MP,تُمْ,
(59:11:24:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:11:24:2),nanSura,V,STEM|POS:V|IMPF|LEM:naSara|ROOT:nSr|1P,نَنصُرَ,
(59:11:24:3),n~a,EMPH,SUFFIX|+n:EMPH,نَّ,
(59:11:24:4),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(59:11:25:1),wa,REM,PREFIX|w:REM+,وَ,
(59:11:25:2),{ll~ahu,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM,ٱللَّهُ,
(59:11:26:1),ya$ohadu,V,STEM|POS:V|IMPF|LEM:$ahida|ROOT:$hd|3MS,يَشْهَدُ,
(59:11:27:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(59:11:27:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:11:28:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:11:28:2),ka`*ibuwna,N,STEM|POS:N|ACT|PCPL|LEM:ka`*ib|ROOT:k*b|MP|NOM,كَٰذِبُونَ,
(59:12:1:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:12:1:2),}ino,COND,STEM|POS:COND|LEM:<in,ئِنْ,
(59:12:2:1),>uxoriju,V,STEM|POS:V|PERF|PASS|(IV)|LEM:>axoraja|ROOT:xrj|3MP,أُخْرِجُ,
(59:12:2:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:12:3:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:12:4:1),yaxoruju,V,STEM|POS:V|IMPF|LEM:xaraja|ROOT:xrj|3MP,يَخْرُجُ,
(59:12:4:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:12:5:1),maEa,LOC,STEM|POS:LOC|LEM:maE|ACC,مَعَ,
(59:12:5:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:12:6:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:12:6:2),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:12:6:3),}in,COND,STEM|POS:COND|LEM:<in,ئِن,
(59:12:7:1),quwtilu,V,STEM|POS:V|PERF|PASS|(III)|LEM:qa`tala|ROOT:qtl|3MP,قُوتِلُ,
(59:12:7:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:12:8:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:12:9:1),yanSuru,V,STEM|POS:V|IMPF|LEM:naSara|ROOT:nSr|3MP,يَنصُرُ,
(59:12:9:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:12:9:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:12:10:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:12:10:2),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:12:10:3),}in,COND,STEM|POS:COND|LEM:<in,ئِن,
(59:12:11:1),n~aSaru,V,STEM|POS:V|PERF|LEM:naSara|ROOT:nSr|3MP,نَّصَرُ,
(59:12:11:2),w,PRON,SUFFIX|PRON:3MP,و,
(59:12:11:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:12:12:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:12:12:2),yuwal~u,V,STEM|POS:V|IMPF|(II)|LEM:wal~aY`|ROOT:wly|3MP,يُوَلُّ,
(59:12:12:3),n~a,EMPH,SUFFIX|+n:EMPH,نَّ,
(59:12:13:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:12:13:2),>adoba`ra,N,STEM|POS:N|LEM:dubur|ROOT:dbr|MP|ACC,أَدْبَٰرَ,
(59:12:14:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~,ثُمَّ,
(59:12:15:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:12:16:1),yunSaru,V,STEM|POS:V|IMPF|PASS|LEM:naSara|ROOT:nSr|3MP,يُنصَرُ,
(59:12:16:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:13:1:1),la,EMPH,PREFIX|l:EMPH+,لَ,
(59:13:1:2),>antumo,PRON,STEM|POS:PRON|2MP,أَنتُمْ,
(59:13:2:1),>a$ad~u,N,STEM|POS:N|LEM:>a$ad~|ROOT:$dd|MS|NOM,أَشَدُّ,
(59:13:3:1),rahobapF,N,STEM|POS:N|LEM:rahobap|ROOT:rhb|F|INDEF|ACC,رَهْبَةً,
(59:13:4:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(59:13:5:1),Suduwri,N,STEM|POS:N|LEM:Sador|ROOT:Sdr|MP|GEN,صُدُورِ,
(59:13:5:2),him,PRON,SUFFIX|PRON:3MP,هِم,
(59:13:6:1),m~ina,P,STEM|POS:P|LEM:min,مِّنَ,
(59:13:7:1),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(59:13:8:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(59:13:9:1),bi,P,PREFIX|bi+,بِ,
(59:13:9:2),>an~a,ACC,STEM|POS:ACC|LEM:>an~|SP:<in~,أَنَّ,
(59:13:9:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:13:10:1),qawomN,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|NOM,قَوْمٌ,
(59:13:11:1),l~aA,NEG,STEM|POS:NEG|LEM:laA,لَّا,
(59:13:12:1),yafoqahu,V,STEM|POS:V|IMPF|LEM:yafoqahu|ROOT:fqh|3MP,يَفْقَهُ,
(59:13:12:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:14:1:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:14:2:1),yuqa`tilu,V,STEM|POS:V|IMPF|(III)|LEM:qa`tala|ROOT:qtl|3MP,يُقَٰتِلُ,
(59:14:2:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:14:2:3),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(59:14:3:1),jamiyEFA,N,STEM|POS:N|LEM:jamiyE|ROOT:jmE|M|INDEF|ACC,جَمِيعًا,
(59:14:4:1),<il~aA,RES,STEM|POS:RES|LEM:<il~aA,إِلَّا,
(59:14:5:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(59:14:6:1),qurFY,N,STEM|POS:N|LEM:qaroyap|ROOT:qry|P|INDEF|GEN,قُرًى,
(59:14:7:1),m~uHaS~anapK,ADJ,STEM|POS:ADJ|PASS|PCPL|(II)|LEM:m~uHaS~anap|ROOT:HSn|F|INDEF|GEN,مُّحَصَّنَةٍ,
(59:14:8:1),>awo,CONJ,STEM|POS:CONJ|LEM:>aw,أَوْ,
(59:14:9:1),min,P,STEM|POS:P|LEM:min,مِن,
(59:14:10:1),waraA^'i,N,STEM|POS:N|LEM:waraA^'|ROOT:wry|GEN,وَرَا^ءِ,
(59:14:11:1),judurK],N,STEM|POS:N|LEM:judur|ROOT:jdr|MP|INDEF|GEN,جُدُرٍ],
(59:14:12:1),ba>osu,N,STEM|POS:N|LEM:ba>os|ROOT:bAs|M|NOM,بَأْسُ,
(59:14:12:2),hum,PRON,SUFFIX|PRON:3MP,هُم,
(59:14:13:1),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(59:14:13:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:14:14:1),$adiydN,N,STEM|POS:N|LEM:$adiyd|ROOT:$dd|MS|INDEF|NOM,شَدِيدٌ,
(59:14:15:1),taHosabu,V,STEM|POS:V|IMPF|LEM:Hasiba|ROOT:Hsb|2MS,تَحْسَبُ,
(59:14:15:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:14:16:1),jamiyEFA,N,STEM|POS:N|LEM:jamiyE|ROOT:jmE|M|INDEF|ACC,جَمِيعًا,
(59:14:17:1),wa,CIRC,PREFIX|w:CIRC+,وَ,
(59:14:17:2),quluwbu,N,STEM|POS:N|LEM:qalob|ROOT:qlb|FP|NOM,قُلُوبُ,
(59:14:17:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:14:18:1),$at~aY`,N,STEM|POS:N|LEM:$at~aY`|ROOT:$tt|MS|NOM,شَتَّىٰ,
(59:14:19:1),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(59:14:20:1),bi,P,PREFIX|bi+,بِ,
(59:14:20:2),>an~a,ACC,STEM|POS:ACC|LEM:>an~|SP:<in~,أَنَّ,
(59:14:20:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:14:21:1),qawomN,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|NOM,قَوْمٌ,
(59:14:22:1),l~aA,NEG,STEM|POS:NEG|LEM:laA,لَّا,
(59:14:23:1),yaEoqilu,V,STEM|POS:V|IMPF|LEM:Eaqalu|ROOT:Eql|3MP,يَعْقِلُ,
(59:14:23:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:15:1:1),ka,P,PREFIX|ka+,كَ,
(59:15:1:2),mavali,N,STEM|POS:N|LEM:maval|ROOT:mvl|M|GEN,مَثَلِ,
(59:15:2:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:15:3:1),min,P,STEM|POS:P|LEM:min,مِن,
(59:15:4:1),qaboli,N,STEM|POS:N|LEM:qabol|ROOT:qbl|GEN,قَبْلِ,
(59:15:4:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(59:15:5:1),qariybFA,ADJ,STEM|POS:ADJ|LEM:qariyb|ROOT:qrb|MS|INDEF|ACC,قَرِيبًا,
(59:15:6:1),*aAqu,V,STEM|POS:V|PERF|LEM:*aAqu|ROOT:*wq|3MP,ذَاقُ,
(59:15:6:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:15:7:1),wabaAla,N,STEM|POS:N|LEM:wabaAl|ROOT:wbl|M|ACC,وَبَالَ,
(59:15:8:1),>amori,N,STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN,أَمْرِ,
(59:15:8:2),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(59:15:9:1),wa,REM,PREFIX|w:REM+,وَ,
(59:15:9:2),la,P,PREFIX|l:P+,لَ,
(59:15:9:3),humo,PRON,STEM|POS:PRON|3MP,هُمْ,
(59:15:10:1),Ea*aAbN,N,STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|NOM,عَذَابٌ,
(59:15:11:1),>aliymN,ADJ,STEM|POS:ADJ|LEM:>aliym|ROOT:Alm|MS|INDEF|NOM,أَلِيمٌ,
(59:16:1:1),ka,P,PREFIX|ka+,كَ,
(59:16:1:2),mavali,N,STEM|POS:N|LEM:maval|ROOT:mvl|M|GEN,مَثَلِ,
(59:16:2:1),{l,DET,PREFIX|Al+,ٱل,
(59:16:2:2),$~ayoTa`ni,PN,STEM|POS:PN|LEM:$ayoTa`n|ROOT:$Tn|M|GEN,شَّيْطَٰنِ,
(59:16:3:1),<i*o,T,STEM|POS:T|LEM:<i*,إِذْ,
(59:16:4:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(59:16:5:1),li,P,PREFIX|l:P+,لِ,
(59:16:5:2),lo,DET,PREFIX|Al+,لْ,
(59:16:5:3),<insa`ni,N,STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|GEN,إِنسَٰنِ,
(59:16:6:1),{kofuro,V,STEM|POS:V|IMPV|LEM:kafara|ROOT:kfr|2MS,ٱكْفُرْ,
(59:16:7:1),fa,REM,PREFIX|f:REM+,فَ,
(59:16:7:2),lam~aA,T,STEM|POS:T|LEM:lam~aA,لَمَّا,
(59:16:8:1),kafara,V,STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MS,كَفَرَ,
(59:16:9:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(59:16:10:1),<in~i,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنِّ,
(59:16:10:2),Y,PRON,SUFFIX|PRON:1S,ى,
(59:16:11:1),bariY^'N,N,STEM|POS:N|LEM:bariY^'|ROOT:brA|MS|INDEF|NOM,بَرِى^ءٌ,
(59:16:12:1),m~in,P,STEM|POS:P|LEM:min,مِّن,
(59:16:12:2),ka,PRON,SUFFIX|PRON:2MS,كَ,
(59:16:13:1),<in~i,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنِّ,
(59:16:13:2),Y^,PRON,SUFFIX|PRON:1S,ى^,
(59:16:14:1),>axaAfu,V,STEM|POS:V|IMPF|LEM:xaAfa|ROOT:xwf|1S,أَخَافُ,
(59:16:15:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(59:16:16:1),rab~a,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC,رَبَّ,
(59:16:17:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:16:17:2),Ea`lamiyna,N,STEM|POS:N|LEM:Ea`lamiyn|ROOT:Elm|MP|GEN,عَٰلَمِينَ,
(59:17:1:1),fa,CAUS,PREFIX|f:CAUS+,فَ,
(59:17:1:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS,كَانَ,
(59:17:2:1),Ea`qibata,N,STEM|POS:N|LEM:Ea`qibap|ROOT:Eqb|F|ACC,عَٰقِبَتَ,
(59:17:2:2),humaA^,PRON,SUFFIX|PRON:3D,هُمَا^,
(59:17:3:1),>an~a,ACC,STEM|POS:ACC|LEM:>an~|SP:<in~,أَنَّ,
(59:17:3:2),humaA,PRON,SUFFIX|PRON:3D,هُمَا,
(59:17:4:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(59:17:5:1),{l,DET,PREFIX|Al+,ٱل,
(59:17:5:2),n~aAri,N,STEM|POS:N|LEM:naAr|ROOT:nwr|F|GEN,نَّارِ,
(59:17:6:1),xa`lidayoni,N,STEM|POS:N|ACT|PCPL|LEM:xa`lid|ROOT:xld|MD|ACC,خَٰلِدَيْنِ,
(59:17:7:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(59:17:7:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(59:17:8:1),wa,REM,PREFIX|w:REM+,وَ,
(59:17:8:2),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(59:17:9:1),jaza`^&uA@,N,STEM|POS:N|LEM:jazaA^'|ROOT:jzy|M|NOM,جَزَٰ^ؤُا@,
(59:17:10:1),{l,DET,PREFIX|Al+,ٱل,
(59:17:10:2),Z~a`limiyna,N,STEM|POS:N|ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|GEN,ظَّٰلِمِينَ,
(59:18:1:1),ya`^,VOC,PREFIX|ya+,يَٰ^,
(59:18:1:2),>ay~uhaA,N,STEM|POS:N|LEM:>ay~uhaA|NOM,أَيُّهَا,
(59:18:2:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:18:3:1),'aAmanu,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP,ءَامَنُ,
(59:18:3:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:18:4:1),{t~aqu,V,STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,ٱتَّقُ,
(59:18:4:2),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(59:18:5:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(59:18:6:1),wa,REM,PREFIX|w:REM+,وَ,
(59:18:6:2),lo,IMPV,PREFIX|l:IMPV+,لْ,
(59:18:6:3),tanZuro,V,STEM|POS:V|IMPF|LEM:n~aZara|ROOT:nZr|3FS|MOOD:JUS,تَنظُرْ,
(59:18:7:1),nafosN,N,STEM|POS:N|LEM:nafos|ROOT:nfs|FS|INDEF|NOM,نَفْسٌ,
(59:18:8:1),m~aA,REL,STEM|POS:REL|LEM:maA,مَّا,
(59:18:9:1),qad~amato,V,STEM|POS:V|PERF|(II)|LEM:qad~ama|ROOT:qdm|3FS,قَدَّمَتْ,
(59:18:10:1),li,P,PREFIX|l:P+,لِ,
(59:18:10:2),gadK,N,STEM|POS:N|LEM:gad|ROOT:gdw|M|INDEF|GEN,غَدٍ,
(59:18:11:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:18:11:2),{t~aqu,V,STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP,ٱتَّقُ,
(59:18:11:3),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(59:18:12:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(59:18:13:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(59:18:14:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(59:18:15:1),xabiyrN[,N,STEM|POS:N|LEM:xabiyr|ROOT:xbr|MS|INDEF|NOM,خَبِيرٌ[,
(59:18:16:1),bi,P,PREFIX|bi+,بِ,
(59:18:16:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(59:18:17:1),taEomalu,V,STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|2MP,تَعْمَلُ,
(59:18:17:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(59:19:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:19:1:2),laA,PRO,STEM|POS:PRO|LEM:laA,لَا,
(59:19:2:1),takuwnu,V,STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP|MOOD:JUS,تَكُونُ,
(59:19:2:2),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(59:19:3:1),ka,P,PREFIX|ka+,كَ,
(59:19:3:2),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(59:19:4:1),nasu,V,STEM|POS:V|PERF|LEM:nasiYa|ROOT:nsy|3MP,نَسُ,
(59:19:4:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(59:19:5:1),{ll~aha,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC,ٱللَّهَ,
(59:19:6:1),fa,CAUS,PREFIX|f:CAUS+,فَ,
(59:19:6:2),>ansaY`,V,STEM|POS:V|PERF|(IV)|LEM:>ansaY`|ROOT:nsy|3MS,أَنسَىٰ,
(59:19:6:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:19:7:1),>anfusa,N,STEM|POS:N|LEM:nafos|ROOT:nfs|FP|ACC,أَنفُسَ,
(59:19:7:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:19:8:1),>uw@la`^}ika,DEM,STEM|POS:DEM|LEM:>uwla`^}ik|P,أُو@لَٰ^ئِكَ,
(59:19:9:1),humu,PRON,STEM|POS:PRON|3MP,هُمُ,
(59:19:10:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:19:10:2),fa`siquwna,N,STEM|POS:N|ACT|PCPL|LEM:faAsiq|ROOT:fsq|MP|NOM,فَٰسِقُونَ,
